worker_id,x_skill,ell_x,ell_y,a_skill,s_skill,u_i0,u_i1,u_i2,u_i3,u_i4,u_i5,u_i6,u_i7,u_i8,u_i9,u_i10,chosen_firm,chosen_firm_original_id
31,6.810396291724843,4.316981511175834,-1.4957682280060456,1.518387657558452,8.328783949283295,1.0492700544654598,-0.36602181045352294,34.0367316219587,-1.0242275974976003,31.707227840119504,39.278235306849915,-0.005191740077183593,31.61487653158325,36.55742231992011,33.39769560024119,3.072401145635063,0,0
32,13.197196161334992,-3.1665520327422647,-0.9661196747982008,0.3226713247944174,13.519867486129408,1.7911542288086573,1.4129809183847342,34.51510581753917,-2.6057605862042803,31.665349505200428,35.67973985233795,-0.09415497468347117,30.76765528189468,36.15091936891139,33.43137368898419,2.941957779155676,0,0
33,4.361685894618528,-6.87627460681853,-0.2936300500014619,1.2822565999304496,5.643942494548978,-0.7809737200668424,0.7305027312528223,34.219492792160516,-0.8960348500124931,33.620891963497876,37.64717634997214,1.0667827045165326,31.160984178359673,35.21120067750996,32.94601320024439,4.157833351103527,3,6
34,9.046616900783981,-7.652588754919516,-5.202345121157512,3.665436921475873,12.712053822259854,-0.2507747668930541,0.012507056624951798,33.90890294144893,-2.851335648378192,32.29972742747443,33.07447042914842,3.064410879943296,34.930741702083175,37.09003223329447,32.73861278591429,3.714534030225711,3,6
35,10.436388181154136,3.5423120492119162,1.6677063865845803,3.444322588540979,13.880710769695115,3.072673943487397,1.414208758049367,38.2159848311552,-3.1054241616727674,30.250952484240166,39.30526323879519,0.41100153659543004,31.843297634224513,33.664432399222676,32.95509600210865,3.5515055486344904,0,0
36,12.244691079993116,-4.204010115003795,3.87202721680364,3.394154296747229,15.638845376740345,1.186019746896489,0.20240693701156914,32.757581387026036,-2.5781954067592836,31.85926773381468,34.13058687052981,0.16324356225208778,31.13009069312725,35.48279890030765,34.86165960266369,3.7400485335457985,0,0
37,14.58931921493071,2.6988319899559365,7.265360548948195,1.2633704558295409,15.85268967076025,1.5323450162724177,2.0342696295439686,33.475400077789196,-1.0929178393240857,32.155465969134696,32.85709201858473,-0.6361621794962089,29.664980938521314,36.133204080010564,34.785525522983995,2.9370591262406167,1,1
38,12.59164181747471,-2.323511872927233,2.4108833864462853,4.589736065288153,17.181377882762863,-0.17522505052159223,2.7970993083629017,33.93576710264507,-3.8032712943191016,33.6496196449027,35.02807954402774,2.1768105050943,34.37262863020549,34.740556316541316,36.70581938544057,2.831700318398144,1,1
39,9.25104429214406,-2.1706298496482352,-0.5181244744467604,-1.2251070193200255,8.025937272824034,-0.3736672809451639,-1.698522425471689,32.85717269631426,-0.7001082422592888,32.19090634662889,33.701494443590676,0.7989072787789477,31.450435735189263,35.61617158943522,32.550578515370475,3.2054779794156767,3,6
40,11.902131650511771,4.592515216225196,3.531120725340041,-0.30107041637842763,11.601061234133343,0.15927784042266305,1.37067459286852,32.86784154320333,-0.6432754377593619,32.222543572397015,35.026624392742434,-0.3516975325865112,31.88046432255357,34.56539386180052,31.72545520232327,4.393654873879525,1,1
41,6.72883917600879,-5.319224213227751,1.9558591217449353,2.605294175203987,9.334133351212778,1.2601956703965123,0.47537210770165117,33.459832403542975,-2.0646532574458716,31.96281713561747,33.088219441390656,-1.0875106436769253,31.696732295364015,33.668678124228705,33.60367820180414,7.428113198855517,0,0
42,13.726840169390638,2.8029552844764853,1.1243624525916864,0.5781326690494311,14.304972838440069,-0.6367032619474132,0.11301823313182918,33.76809723058649,-3.5795896491985637,33.76232107064912,33.786849682238724,4.4090799955444515,30.33828169988323,36.313580720885,32.32868504970199,5.0508778025742105,3,6
43,9.602164155443546,-0.5706669620913188,10.944623687681059,1.577729678704885,11.17989383414843,1.264373855486954,0.6428269684826606,33.61167589968175,-1.3115185546970334,31.88179643468212,34.98509939288006,0.06357861108806429,31.25957530107962,35.55043779900185,30.226271645692325,3.047100177765559,0,0
44,8.25722621003365,-4.363039143437456,-0.6044810812715142,2.1274721924254223,10.384698402459072,-0.6421710827817247,1.1138622209220037,33.16005563136619,-2.8466474724892823,32.348816310016375,33.593814342860746,-0.3837201536956907,30.813905639726066,36.086052204916065,32.59859699145909,4.699444794756288,1,1
45,8.347443738876267,7.074136530503008,2.3646644215540276,0.5722329321002692,8.919676670976536,0.9013403975118179,-0.2698417162084044,34.123856773701576,-0.8663264055206925,33.20050830971025,32.522177928860856,3.41425667937191,30.321132534682295,36.76650289490168,32.75935544208925,5.067683796705672,3,6
46,9.84946054818703,-0.8479533176441899,-3.0295064363907853,2.192314798825833,12.041775347012864,3.134813718723303,-0.3457018442064729,34.23750400983939,-2.8454723026465847,32.26316208978341,33.16669485777516,0.5280204901092278,34.634298825387724,36.11195713098318,36.020565703160905,6.355574047571425,0,0
47,8.987759201318148,1.4614065895888728,4.040508978550512,1.6305578000591916,10.61831700137734,-0.07179850184987902,3.2284780945839273,35.47723925357512,-1.4774073512065535,31.988295162086583,34.27931257193133,0.18566753703213645,32.7689141613618,34.003398043246136,31.331688216863963,2.9313694901163423,1,1
48,15.962765863017905,5.479731412735212,7.0771072875210095,2.2943109883402357,18.257076851358143,1.2509902468626446,-0.31497417296756225,32.84483419739847,-3.511051818119099,30.851191616206165,34.40956419506656,-2.122215321360244,31.270297221971397,34.7404207081876,32.03840341766472,2.2979446441953524,4,10
49,8.141729015510451,1.6317475794543443,-0.6189177067215059,-1.30437159029196,6.837357425218491,2.083361764928039,-0.2958866763657737,34.40296738512934,-2.501738042161002,29.951631104697515,34.11908563576236,-1.143249802008222,30.61796761029516,36.152389191356626,35.24408670196043,5.563438473700655,0,0
50,10.093780132208124,-5.975893039115441,7.899719790159998,0.1739853546115141,10.267765486819638,-0.6945136098065909,-0.37564677256631684,32.92852571924115,-1.2113267063057762,30.930668494994528,31.950175193827747,0.5278273250301663,31.25891263685489,34.37055534444796,32.20071007200981,2.654808189150394,3,6
51,10.081929728522661,-2.8705442614301866,6.637805718948154,-1.9168322490793388,8.165097479443322,1.6794585670569118,-0.7891721799426117,34.21161577301728,-3.6206496782496655,32.63646845169024,34.20695170928446,-0.27055857981106346,31.24156992193584,39.93101104361186,36.07640429105095,3.6033623385131723,0,0
52,10.082507519123318,3.622405109040882,1.0172253221799386,0.784390514009558,10.866898033132877,-0.2301711095329686,1.6065267636761256,33.036329809582355,-2.3342538961127914,32.230779083307304,33.384086372252355,-0.9536734760229229,30.9976009804798,34.745575315633026,31.024696566015823,3.4148164235289467,1,1
53,10.152899241077044,6.971202637478036,1.818042979174075,2.8960938893682266,13.048993130445272,2.7451893606787086,0.8092986572292782,35.90712235660698,-2.251127588612311,32.57219966532684,35.207780177543704,0.1900690567280059,29.971086015600157,35.271469323565164,33.43046739870259,8.388660515927965,0,0
54,8.756936568706132,6.358849081740116,1.1082147976453247,0.6813385054880703,9.438275074194202,3.179443305807681,1.7311296688996745,36.380990925331716,-2.54249648752951,32.54434575853887,34.44494141513826,-0.9014799077556778,33.10588304301535,33.862963502488064,35.757129179939,3.004320733493591,0,0
55,8.49214049879329,-1.4672228508431215,1.6527841191767703,1.493663386669333,9.985803885462623,-0.4190679716416419,0.507561867976023,33.198669475468144,-0.5879037261290829,31.498170127238737,33.51344832406843,0.8367967856517807,30.784305597514404,34.94110541163163,33.657243319919345,4.395282548486053,3,6
56,7.767382694614661,10.379416767543525,3.6743251210984473,0.13086493167438973,7.898247626289051,-0.5489732379813289,0.7279524091895386,33.44096159616446,-1.8014158748052704,30.76132567344927,34.542527414022736,-0.4030095831126934,31.684337709185325,34.96444191833033,30.777071799911173,2.0482907328718234,1,1
57,6.139746005545866,-0.04212331198568193,-4.276506638569821,1.2518716769130542,7.39161768245892,1.5753076182957184,-0.8080023463658086,31.914229954742073,-2.8885060459341285,33.02964277370762,33.040575916878296,-0.4016001349261047,30.540199692951433,34.611970108509325,34.084586805580756,3.548999816628487,0,0
58,10.571397766083951,-3.4398699919540277,-3.0151126698827406,0.9733489464260014,11.544746712509953,-0.4250419134764636,0.6766408458549454,33.68388898456123,-3.1346577922950116,32.23780509896383,34.85272703106953,-1.0094511447762156,31.68467001400747,37.34240025594357,32.334111936580896,3.338880444098836,1,1
59,12.568378511809279,-10.144204521209133,-1.3899518761154468,3.324555694057585,15.892934205866863,-0.10744397477386021,0.5425556295029502,33.9062481978178,-3.8234925422543338,32.73999972947027,33.269640018928506,-0.12653376872689384,31.89983687242686,35.71999721417676,32.452761198510245,3.620873582251871,1,1
60,8.596981233367167,9.65396106525822,6.552055809557394,1.317736707113566,9.914717940480733,2.4202857823162836,3.5479890972631263,33.8117942862511,-0.671879068312708,31.150974519559625,33.65390726474649,3.488903176236046,29.89224713952874,33.35320525475492,32.53293483070328,2.1864651727421833,1,1
61,8.55660089848616,4.9763414090457285,0.1634885095858527,2.210013875549741,10.7666147740359,0.2955588673157779,-1.0734538187396447,33.96243796457479,-2.0472515921995496,31.550564104585764,34.686979822519746,0.6889269126953044,31.89143331396678,34.83817613431447,32.40835210856471,3.763543889059995,3,6
62,9.186144643761116,-3.0728382655594038,-4.619582447671005,-0.6673596291755182,8.518785014585598,-0.23236516424186754,1.8700719838795254,33.58324473222403,-1.2442006833907475,30.653245445843297,33.78252160960831,-0.6232672191493623,30.666750696217793,33.49133199832013,32.016081097265925,3.4133727778195446,1,1
63,8.811336672778848,4.340301613408434,0.6942036154427196,-0.8915690438043257,7.9197676289745225,-1.3410570431624884,-0.08655804388913166,33.37841559634347,-2.5506757497225485,31.086042872209337,32.98546679044817,-0.7987346441426493,32.35805266359911,35.095245417353745,33.11067288713318,3.5410705868612045,1,1
64,6.274698652535145,-1.1154243585744625,4.606757310999363,1.8487596452630775,8.123458297798223,-0.6667804431709052,1.0051126642824384,34.74195632924513,-1.063107497894359,32.55659194477745,33.45418237625324,-1.9108048863288096,33.793725174390495,39.49821291138959,32.619345916487795,6.322000525560073,1,1
65,13.558280883295991,-5.565840716585409,5.93953251362955,1.5265756048338817,15.084856488129873,1.084547428727206,1.4686347049488648,33.06540932614081,0.958985133474004,30.610679110978484,34.76796910506029,-0.41381690966773466,31.40717858132362,37.25933683631106,33.59888290062259,5.522573238455649,1,1
66,11.150399707649413,-8.100511055621828,-4.253613171991637,1.9510033863947096,13.101403094044123,-0.7899890127865167,1.1550727897888469,33.0667008748861,-2.1001291991215982,33.74102824882971,33.700519499214515,0.2971900321587496,31.282559941139084,35.61566878897996,31.531544551838014,3.006918408071604,1,1
67,8.158592929285117,4.8703125030709415,3.2617867471412616,1.1921186947791442,9.35071162406426,1.534898854882843,0.7442977753598526,34.71798209818938,-2.8701191014052836,31.912170370985617,33.712022525655904,-1.3688426137993743,30.68012283925029,35.66705150591802,35.679014445116046,2.5104664976410436,0,0
68,10.781646580003613,0.9174506489781753,-5.828033130932844,-0.8526434229344899,9.929003157069124,-0.59717267781041,4.160019288781864,35.05643851560494,-1.91471633778562,31.03096505562731,34.20909677095941,-0.19025278352330477,33.50552685293877,35.48703411613737,32.862035383318734,2.190644410437879,1,1
69,8.869011091199097,3.807292695048421,7.34779412125913,1.1232358365931192,9.992246927792216,0.007048784319767738,2.8223795271670973,33.70412238196856,0.0028039829160366736,31.1797200800389,32.97862532414612,-1.1243820387969807,32.21355487965659,36.398236539066005,35.1855368877919,3.156020069771923,1,1
70,9.458742673225832,-1.900326217617692,0.11742703668315269,-0.4096333214029798,9.049109351822851,-0.8061701296056746,1.826557606143291,34.6572680102823,-0.9449122871304685,32.424926656854716,33.584153063812906,0.6515495457181452,31.04051394885495,37.605571067022126,32.04349060504562,5.391941990766749,1,1
71,10.955305962105697,8.665749402155983,-1.2482464023748863,0.8186582327653605,11.773964194871057,0.5516608518852383,-0.48118302890683334,33.635156200214944,-3.4840394304110593,33.60117607160757,32.83836847755485,0.17794177749013196,30.97124156422402,36.118128418378866,33.481196028529375,4.8264024549298155,0,0
72,12.48670767913379,-10.702901033405519,4.0169265000526355,-1.0708838664155234,11.415823812718267,-0.7633149758233193,1.0480186835327467,35.15353379248447,-3.2272047541970226,32.17053609645794,32.64346897280304,1.6397619680603224,33.09538827066862,35.72869816174929,31.981741847995433,5.640576398395448,3,6
73,13.959762736027322,-4.022242406686861,4.897660681062892,0.5759993618745913,14.535762097901914,1.9256383474340453,-1.1461164579416465,34.98015228344022,-2.952536107854115,31.198120652345242,33.55653568003176,0.6849335224429054,32.43170196387586,34.36470219569213,32.919826286950624,4.3143906837810855,0,0
74,14.4391645672675,-3.489835926252244,0.8690143614484376,2.919988954255322,17.35915352152282,1.1334263510712623,-0.17220606157045665,33.07317052058539,-1.9932355948779272,32.44908585265291,36.04460589677301,0.4531192334506776,34.020788197232946,34.1318131936073,31.947652484108975,5.488187655175915,0,0
75,9.36196736067955,-2.208937706250099,-0.9280894534972255,1.0783023326526038,10.440269693332153,1.1696016364554715,1.7156843617945714,34.23600854420076,-2.604409767436873,31.902889123741062,34.92643639464235,0.7457875093410656,31.460702642684225,35.09778492955293,31.172548092251024,3.23275410997882,1,1
76,8.709653663052876,0.21034461320208006,7.681625621194305,1.33343406030178,10.043087723354656,1.3797365813152973,1.4165870754621146,33.30350779668758,-2.4871869348821813,31.932155079660408,35.648583694643946,-0.0892270991864505,30.37782224967116,33.67450776062718,32.51460866606066,4.2087886648019435,1,1
77,10.267953504997246,-5.2014719498080355,3.4892285386891393,0.4440658639359937,10.71201936893324,-0.11089901429081747,0.00847157913271035,32.70017742171908,-2.29616623987411,34.14511733328795,32.942357808513336,-0.6710227880887666,30.88999157359272,34.12451226537111,34.947436108529395,2.508002771945578,1,1
78,10.342692351949614,-3.0084597104246997,1.3848036855655759,2.7293757703460586,13.072068122295672,0.03757857827827708,-0.6820943669419368,32.83383549553893,-1.1328817626027015,33.62233529971732,35.8615728349962,-0.8373352952801131,33.55999484259172,33.88282529055337,33.31525076010743,5.080673251134259,0,0
79,8.100023079643366,4.103303674007851,2.016083412656196,-0.5830408848254827,7.516982194817883,-0.9685119279702473,0.028989938626411235,33.55678070237565,-2.504074830476738,32.258693107636276,34.27884484345741,-0.030193123974212588,31.552397653587196,34.77420969477529,32.953458738164485,4.4535018307096115,1,1
80,8.395764250589616,7.9228308211806695,-4.077070224503613,1.13236049641348,9.528124747003096,-0.6714817696696164,0.46671567900603883,32.86572465968249,-3.394034276769199,31.769994836171037,33.45341224885194,-0.4064518925266747,30.855171978393276,37.702482346185064,33.57791864345586,3.9125705908169706,1,1
81,12.123511673094205,-8.985337735404942,0.7162670877102115,0.715185759905361,12.838697432999567,-1.1938172991082379,0.8377301166386131,33.205166258979645,-3.8802464147111664,31.343148545891175,33.572095631827445,1.8848959361180857,31.02512252055128,34.27936011101346,34.90117252436478,3.89064617544755,3,6
82,14.277682635725977,1.043308044382942,6.007881978698733,1.5863791228476314,15.864061758573609,0.13990159374208233,-0.5580400131820167,34.66309408246532,-2.9192848213248483,32.16347437390426,32.543752987434274,-0.7884741183091835,31.23805086573285,36.607458014917334,33.86775162217328,3.9559698961575065,0,0
83,9.420097794214152,-3.550140852710948,1.6424461591160724,0.3936610461014729,9.813758840315625,-0.2865027304374483,0.40075733254917806,33.784637924895215,-1.5366132714482528,33.96806337313825,33.8359242723251,0.44758768662027626,31.127481432947366,33.59132255439876,31.644000215556314,4.4296090844754845,3,6
84,8.324290451412118,-4.957877868833556,5.637690739173927,3.9335894476910127,12.25787989910313,0.12029748420464476,0.830558332392087,33.971506648680666,-3.563756055155131,33.230396259941,34.31592801480585,1.4302347809247526,30.675123908492438,35.25846116327065,33.83006561702374,3.2516126850320513,3,6
85,9.272234862777106,4.489564503295491,2.9281390602422,-0.2595925216460329,9.012642341131073,-0.1659607009282634,2.7899236187919128,35.28467032431456,-1.5130791555699585,32.40213090409969,32.98714840260522,-1.330708631117189,31.32962760287501,35.54741973313468,32.63140488015454,3.6229219553304235,1,1
86,7.421658464077885,-0.5979803666819042,1.662820362813448,-2.479839996948777,4.941818467129108,1.1992500262747527,4.326686792177266,34.77805617760047,-3.319975367732975,35.36841644791933,34.018960214928526,0.018677758097127184,31.874976709690216,36.43707086140635,32.961955434107196,6.759343701780986,0,0
87,9.2995333985478,-5.291449615790692,-4.488955660580819,1.5737484980506329,10.873281896598431,2.386256911626667,2.5434156457831216,32.636608097761815,-4.590992338209287,33.16782680832597,35.45194940900079,0.7916394494992568,31.776478291420137,35.72671884136229,33.02969175954809,4.345001171755306,1,1
88,11.107354767816162,3.947781204840492,3.6432742383320207,0.6441371734679957,11.751491941284158,1.2155521556369895,0.31779482182651025,32.94318867484228,-2.1073664552014066,32.30240927376699,34.11475051417986,1.4593352692121933,30.60838056149274,36.7170282283109,32.990892259627216,2.466859384032556,3,6
89,9.797508299867676,1.4779078951452775,-0.8501786572912309,1.437357363505079,11.234865663372755,1.4605927165106638,1.639984390162852,33.11995378231847,-2.839733558647654,31.331966783217133,33.0260970451386,0.24728008732165108,30.825960189736847,35.437750374409596,32.004069029637435,5.124365157651404,1,1
90,13.218901752360177,-5.894636680423887,4.935590372288129,0.271188378620286,13.490090130980462,0.7520551195760095,0.8410469323969805,32.14200020022201,-0.834355625201251,31.776478037878945,33.69997641653814,-0.7902173727410976,31.107201774161975,35.19527469365486,38.684679154350334,2.4949251044303713,1,1
91,10.40130888377313,1.1437951399653645,0.8210719654321073,-1.0840460437287103,9.31726284004442,-1.5262957568176512,0.17682673844232027,34.45559838385507,-1.20769804440443,32.616565071519055,33.90427486844853,-0.7785483289474436,32.01235869529019,37.47655131644478,32.19476655195857,2.330917387196572,1,1
92,11.259910771068983,5.786075162007409,8.427427739472563,0.31592787470846895,11.575838645777452,1.1224610089938034,2.458564364673493,34.56646876019249,0.15355830566566686,32.89005542733988,37.73045655031794,-0.8104498893919241,30.876674467709858,35.994517651808096,33.8538131729571,3.417035140823252,1,1
93,9.622230415735318,7.845908326090426,-0.07028506946863322,1.2050462086403013,10.827276624375619,2.6798450690921487,0.7544546874860082,34.21096840906873,-0.79401278714585,35.14998928263642,35.16830949803108,-0.7352506474805929,32.21517386281842,37.65529240568333,31.87622125804811,2.587679108538053,0,0
94,13.429730837056924,2.535067736508077,5.491485640068229,0.12284514639069655,13.552575983447621,-0.31476802082538213,0.31961296838867753,33.74512607993971,-1.3944070145691256,31.835137404898603,34.317976138350566,1.8142806616086018,31.31822569276442,34.35240511671426,34.595511167630015,4.382706629681214,3,6
95,6.830901434262914,-7.28452023169342,12.142103695456324,0.9740006791021885,7.804902113365102,0.4380728345948851,1.570297191365171,38.76716636974738,-3.695472184726642,33.867315936889064,32.221161745648004,1.0256501184576703,31.993915419327035,35.87955017742351,34.350719840094115,7.770110504639461,1,1
